date|symbol|symbol_name|delta|gamma|vega|theta|rho
20181022|M1903-P-3400.DCE|豆粕期权M1903-P-3400|-0.645309620744847|0.00118845743489426|6.48101869541051|-0.520247071774488|-0.45226868880377
20181022|M1903-P-3450.DCE|豆粕期权M1903-P-3450|-0.700196090603114|0.0011111063297933|5.98364406531005|-0.482514899098953|-0.507927974041422
20181022|M1903-P-3500.DCE|豆粕期权M1903-P-3500|-0.750271559016101|0.00101712112467322|5.69710744207441|-0.437074487850787|-0.559507994125852
20181022|M1903-P-3550.DCE|豆粕期权M1903-P-3550|-0.794831888771704|0.000912595987055628|5.0453818475944|-0.386693884033365|-0.605747522740785
20181022|M1903-P-3600.DCE|豆粕期权M1903-P-3600|-0.833943676488737|0.000804060153327416|4.34428424330235|-0.334351152126228|-0.642354276124024
20181022|M1903-P-3650.DCE|豆粕期权M1903-P-3650|-0.86772821209527|0.000696528344116745|3.63500528851546|-0.282332342718108|-0.66717055750587
20181022|M1905-C-2500.DCE|豆粕期权M1905-C-2500|0.945118160319286|0.000439836907385489|2.07482023455441|-0.0742311752985765|-0.699110105983891
20181022|M1905-C-2550.DCE|豆粕期权M1905-C-2550|0.916086530876544|0.000569753319391885|2.80850200016403|-0.109497524289383|-0.765787510545124
20181022|M1905-C-2600.DCE|豆粕期权M1905-C-2600|0.879976879075807|0.000716139286162535|3.90155815023263|-0.148627205250002|-0.781965278690677
20181022|M1905-C-2650.DCE|豆粕期权M1905-C-2650|0.835902140276172|0.000870813406185327|4.72632664849471|-0.189590776720243|-0.762917860583912
20181022|M1905-C-2700.DCE|豆粕期权M1905-C-2700|0.784470201476466|0.00102257733448163|5.52528794034401|-0.229641742928572|-0.715769453819348
20181022|M1905-C-2750.DCE|豆粕期权M1905-C-2750|0.726278739459663|0.00115998769248429|6.55061219868003|-0.265966705839205|-0.65111783024463
20181022|M1905-C-2800.DCE|豆粕期权M1905-C-2800|0.662409392273914|0.00127085600012049|7.12816565533103|-0.295568079121519|-0.578377509100392
20181022|M1905-C-2850.DCE|豆粕期权M1905-C-2850|0.594886583182334|0.00134745819674819|7.54054841905827|-0.316561523687499|-0.501202384498356
20181022|M1905-C-2900.DCE|豆粕期权M1905-C-2900|0.52567161182682|0.0013843932711626|7.76115940639954|-0.327625633890984|-0.424908649435451
20181022|M1905-C-2950.DCE|豆粕期权M1905-C-2950|0.456823192330529|0.00137996382232454|7.77488760846268|-0.328348518669078|-0.352925257885772
20181022|M1905-C-3000.DCE|豆粕期权M1905-C-3000|0.390306561978301|0.00133621113102311|7.58193025181697|-0.319236109824647|-0.287540425290445
20181022|M1905-C-3050.DCE|豆粕期权M1905-C-3050|0.327825321427366|0.0012583990007384|7.19799970697466|-0.301585586251755|-0.230167878392251
20181022|M1905-C-3100.DCE|豆粕期权M1905-C-3100|0.270699122458853|0.00115408613264885|6.65286580997559|-0.277258108567237|-0.181064064371128
20181022|M1905-C-3150.DCE|豆粕期权M1905-C-3150|0.219799838510348|0.00103199444124701|5.98644501887691|-0.248401578643901|-0.140168460951884
20181022|M1905-C-3200.DCE|豆粕期权M1905-C-3200|0.175547102813813|0.000900893196274669|5.24436746765033|-0.217177190920096|-0.106829728309776
20181022|M1905-C-3250.DCE|豆粕期权M1905-C-3250|0.137953938241819|0.000768680059712126|4.47283827602618|-0.185534064434924|-0.080183440847037
20181022|M1905-P-2500.DCE|豆粕期权M1905-P-2500|-0.0555293116856438|0.000391288543764645|2.29950107087884|-0.0946645192517399|-0.0299591999839421
20181022|M1905-P-2550.DCE|豆粕期权M1905-P-2550|-0.0819663792472106|0.000528340629902632|2.93443446613573|-0.127690123897503|-0.0470531037066735
20181022|M1905-P-2600.DCE|豆粕期权M1905-P-2600|-0.115937995612201|0.000681426251338269|4.00049640113309|-0.16448402523637|-0.0705589889591351
20181022|M1905-P-2650.DCE|豆粕期权M1905-P-2650|-0.158253993738311|0.000842391597750485|4.77313111456112|-0.203020608311842|-0.102559653150536
20181022|M1905-P-2700.DCE|豆粕期权M1905-P-2700|-0.208306466634127|0.00100011037696339|5.54445924439051|-0.240569907354653|-0.143299492371796
20181022|M1905-P-2750.DCE|豆粕期权M1905-P-2750|-0.265459711329099|0.00114318770735876|6.56610756497855|-0.274328284357621|-0.193376783457211
20181022|M1905-P-2800.DCE|豆粕期权M1905-P-2800|-0.328581911521637|0.00125950255815185|7.13174231742642|-0.301313003226816|-0.253965311486581
20181022|M1905-P-2850.DCE|豆粕期权M1905-P-2850|-0.395654024535348|0.00134140558765498|7.5407264954066|-0.319656922232525|-0.323362622566492
20181022|M1905-P-2900.DCE|豆粕期权M1905-P-2900|-0.464696061668344|0.00138356206875289|7.76108956802091|-0.328053459404616|-0.400294608752461
20181022|M1905-P-2950.DCE|豆粕期权M1905-P-2950|-0.533635530714039|0.00138434269311959|7.77456527541176|-0.326106156173925|-0.482153310628064
20181022|M1905-P-3000.DCE|豆粕期权M1905-P-3000|-0.600497806985552|0.0013458518196606|7.57877288938857|-0.314335266929433|-0.566202430064777
20181022|M1905-P-3050.DCE|豆粕期权M1905-P-3050|-0.663573585209719|0.00127341188403579|7.18761867332773|-0.294051301045479|-0.64905538292237
20181022|M1905-P-3100.DCE|豆粕期权M1905-P-3100|-0.721540870833098|0.00117463290519601|6.62866401617634|-0.267127019899809|-0.725784485183567
20181022|M1905-P-3150.DCE|豆粕期权M1905-P-3150|-0.773528282819525|0.00105828075353489|5.94382425680351|-0.235720168631153|-0.792610779797087
20181022|M1905-P-3200.DCE|豆粕期权M1905-P-3200|-0.819118760759301|0.000933158874856036|5.17521844648172|-0.201999412991784|-0.843800153973007
20181022|M1905-P-3250.DCE|豆粕期权M1905-P-3250|-0.85830335082624|0.000807190685856585|4.36971763974725|-0.167919295551704|-0.874223524022
20181022|M1907-C-2450.DCE|豆粕期权M1907-C-2450|0.936488348361203|0.000498704524001763|2.63473480617904|-0.0588649783381172|-0.90332834685114
20181022|M1907-C-2500.DCE|豆粕期权M1907-C-2500|0.904081603695256|0.000629077862267945|3.5475762121564|-0.0861334850719096|-0.994699483896966
20181022|M1907-C-2550.DCE|豆粕期权M1907-C-2550|0.864806315990323|0.000772804646848072|4.48059266511791|-0.115667733110637|-1.01679736241067
20181022|M1907-C-2600.DCE|豆粕期权M1907-C-2600|0.817969624232606|0.000921079503668205|5.80392727056278|-0.145832662415883|-0.992030483303097
20181022|M1907-C-2650.DCE|豆粕期权M1907-C-2650|0.76417993351528|0.00106276102101801|6.70485544688404|-0.17458261600886|-0.930128410573161
20181022|M1907-C-2700.DCE|豆粕期权M1907-C-2700|0.704383697751483|0.00118708695147605|7.50638918867708|-0.199942467027241|-0.845766781054635
20181022|M1907-C-2750.DCE|豆粕期权M1907-C-2750|0.639902676395586|0.00128428900443125|8.36162460618084|-0.220120115687315|-0.748288918998696
20181022|M1907-C-2800.DCE|豆粕期权M1907-C-2800|0.572390579455674|0.00134539750440222|8.74578972744189|-0.233465746612367|-0.648634887284061
20181022|M1907-C-2850.DCE|豆粕期权M1907-C-2850|0.503996915521724|0.00136774296894717|8.88458447512619|-0.2395014973249|-0.549761251775749
20181022|M1907-C-2900.DCE|豆粕期权M1907-C-2900|0.436666214215341|0.00135096722518212|8.78372658515048|-0.238166881661073|-0.456816111821468
20181022|M1907-C-2950.DCE|豆粕期权M1907-C-2950|0.372191292615059|0.0012980660290535|8.45309140339623|-0.230017512639982|-0.372526730828326
20181022|M1907-C-3000.DCE|豆粕期权M1907-C-3000|0.312071656923055|0.00121475141701352|7.91941558812681|-0.216108227647753|-0.298518094844269
